Empreendimento;Situação;Data Entrega; Unidades Habitacionais ;Programa;Ação PPA;Município;Região Administrativa
PARAGUACU PAULISTA F;COMERCIALIZADA;20/09/1997; 252 ;SH4;;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA G;COMERCIALIZADA;20/03/1998; 26 ;SH4;;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA H;COMERCIALIZADA;20/09/1997; 300 ;Chamamento Empresarial;;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA I;COMERCIALIZADA;08/02/2006; 120 ;Autoconstrução;;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA I2;COMERCIALIZADA;23/03/2007; 127 ;Parceria com Municípios;;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA J01;COMERCIALIZADA;22/12/2014; 250 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paraguaçu Paulista;MARÍLIA
PARAGUACU PAULISTA J02;COMERCIALIZADA;01/04/2017; 258 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paraguaçu Paulista;MARÍLIA
PARANAPANEMA A/B1;COMERCIALIZADA;11/09/1998; 250 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA A2;COMERCIALIZADA;28/09/2000; 50 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA A3;COMERCIALIZADA;20/06/2002; 60 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA A4;COMERCIALIZADA;20/06/2002; 60 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA A5;COMERCIALIZADA;20/06/2002; 60 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA B2;COMERCIALIZADA;21/08/1999; 38 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA D;COMERCIALIZADA;10/05/2002; 54 ;Sonho Meu;;Paranapanema;ITAPEVA
PARANAPANEMA E;COMERCIALIZADA;25/07/2019; 133 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paranapanema;ITAPEVA
PARANAPUA B;COMERCIALIZADA;30/08/1990; 24 ;SH2;;Paranapuã;SÃO JOSÉ DO RIO PRETO
PARANAPUA C;COMERCIALIZADA;14/12/1992; 30 ;SH3;;Paranapuã;SÃO JOSÉ DO RIO PRETO
PARANAPUA D;COMERCIALIZADA;06/02/2002; 98 ;Sonho Meu;;Paranapuã;SÃO JOSÉ DO RIO PRETO
PARANAPUA E;COMERCIALIZADA;30/04/2016; 59 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paranapuã;SÃO JOSÉ DO RIO PRETO
PARAPUA A1;COMERCIALIZADA;30/09/1989; 80 ;SH2;;Parapuã;MARÍLIA
PARAPUA A2;COMERCIALIZADA;25/02/1992; 40 ;SH3;;Parapuã;MARÍLIA
PARAPUA B;COMERCIALIZADA;31/08/1991; 50 ;SH3;;Parapuã;MARÍLIA
PARAPUA C;COMERCIALIZADA;07/12/2006; 40 ;Autoconstrução;;Parapuã;MARÍLIA
PARAPUA D;COMERCIALIZADA;17/11/2012; 119 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Parapuã;MARÍLIA
PARAPUA E;COMERCIALIZADA;29/03/2004; 16 ;Autoconstrução;;Parapuã;MARÍLIA
PARAPUA F;COMERCIALIZADA;16/09/2016; 109 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Parapuã;MARÍLIA
PARDINHO A1;COMERCIALIZADA;28/10/1991; 100 ;SH3;;Pardinho;SOROCABA
PARDINHO A2;COMERCIALIZADA;01/12/1993; 105 ;SH3;;Pardinho;SOROCABA
PARDINHO B1;COMERCIALIZADA;25/07/2001; 123 ;Sonho Meu;;Pardinho;SOROCABA
PARDINHO B2;COMERCIALIZADA;18/12/2002; 11 ;Sonho Meu;;Pardinho;SOROCABA
PARDINHO D;COMERCIALIZADA;22/12/2020; 77 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pardinho;SOROCABA
PARDINHO D;COMERCIALIZADA;19/08/2021; 74 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pardinho;SOROCABA
PARDINHO VI C;COMERCIALIZADA;28/12/2015; 160 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pardinho;SOROCABA
PARIQUERA-ACU A;COMERCIALIZADA;22/06/1994; 96 ;SH4;;Pariquera-Açu;REGISTRO
PARISI A;COMERCIALIZADA;18/07/1997; 69 ;SH4;;Parisi;SÃO JOSÉ DO RIO PRETO
PARISI II  B;COMERCIALIZADA;30/05/2015; 90 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Parisi;SÃO JOSÉ DO RIO PRETO
PATROCINIO PAULISTA A;COMERCIALIZADA;10/03/1993; 150 ;SH3;;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA B1;COMERCIALIZADA;13/05/1997; 200 ;SH4;;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA B2;COMERCIALIZADA;29/04/2002; 78 ;Sonho Meu;;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;23/06/2017; 42 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;15/12/2017; 26 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;13/04/2018; 20 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;01/09/2018; 20 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;14/12/2018; 38 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PATROCINIO PAULISTA C;COMERCIALIZADA;25/11/2019; 60 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Patrocínio Paulista;FRANCA
PAULICEIA A;COMERCIALIZADA;11/12/1992; 60 ;SH3;;Paulicéia;PRESIDENTE PRUDENTE
PAULICEIA B;COMERCIALIZADA;11/03/2012; 50 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulicéia;PRESIDENTE PRUDENTE
PAULICEIA C;COMERCIALIZADA;20/08/2013; 120 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulicéia;PRESIDENTE PRUDENTE
PAULINIA A;COMERCIALIZADA;12/09/1998; 210 ;SH4;;Paulínia;CAMPINAS
PAULISTANIA B;COMERCIALIZADA;30/09/2002; 54 ;Sonho Meu;;Paulistânia;BAURU
PAULISTANIA C;COMERCIALIZADA;12/11/2009; 24 ;Parceria com Municípios;;Paulistânia;BAURU
PAULISTANIA D;COMERCIALIZADA;20/12/2012; 26 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulistânia;BAURU
PAULISTANIA E;COMERCIALIZADA;16/12/2019; 72 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulistânia;BAURU
PAULISTANIA F;COMERCIALIZADA;05/11/2020; 10 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulistânia;BAURU
PAULO DE FARIA A;COMERCIALIZADA;01/01/1967; 20 ;CEESP;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA B;COMERCIALIZADA;30/05/1988; 29 ;Prog Municipal Habitação;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA C;COMERCIALIZADA;27/05/1990; 90 ;SH2;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA D1;COMERCIALIZADA;22/05/1993; 278 ;SH3;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA D2;COMERCIALIZADA;10/06/1995; 52 ;SH4;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA E1;COMERCIALIZADA;19/09/1997; 206 ;SH4;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA F;COMERCIALIZADA;05/02/2002; 91 ;Sonho Meu;;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PAULO DE FARIA G;COMERCIALIZADA;06/07/2012; 120 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Paulo de Faria;SÃO JOSÉ DO RIO PRETO
PEDERNEIRAS - MICROCREDITO;COMERCIALIZADA;31/12/2007; 16 ;Crédito Habitacional;;Pederneiras;BAURU
PEDERNEIRAS A;COMERCIALIZADA;30/03/1989; 100 ;SH2;;Pederneiras;BAURU
PEDERNEIRAS B1;COMERCIALIZADA;26/07/1992; 250 ;SH3;;Pederneiras;BAURU
PEDERNEIRAS B2;COMERCIALIZADA;26/07/1992; 175 ;SH3;;Pederneiras;BAURU
PEDERNEIRAS C1/C2;COMERCIALIZADA;13/04/1996; 500 ;SH4;;Pederneiras;BAURU
PEDERNEIRAS C1/C2;COMERCIALIZADA;20/06/1997; 100 ;SH4;;Pederneiras;BAURU
PEDERNEIRAS C3;COMERCIALIZADA;18/12/2000; 205 ;Sonho Meu;;Pederneiras;BAURU
PEDERNEIRAS C4;COMERCIALIZADA;10/10/2002; 66 ;Sonho Meu;;Pederneiras;BAURU
PEDERNEIRAS C4;COMERCIALIZADA;28/12/2005; 49 ;Sonho Meu;;Pederneiras;BAURU
PEDERNEIRAS C5;COMERCIALIZADA;22/08/2003; 206 ;Núcleo Habitacional por Empreitada;;Pederneiras;BAURU
PEDERNEIRAS E (DIST. GUAIANAS);COMERCIALIZADA;17/12/2010; 34 ;Parceria com Municípios;;Pederneiras;BAURU
PEDERNEIRAS F (DIST. VANGLORIA);COMERCIALIZADA;01/11/2011; 21 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pederneiras;BAURU
PEDERNEIRAS I;COMERCIALIZADA;19/12/2014; 62 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pederneiras;BAURU
PEDERNEIRAS I;COMERCIALIZADA;31/07/2015; 80 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pederneiras;BAURU
PEDERNEIRAS J;COMERCIALIZADA;20/12/2019; 102 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pederneiras;BAURU
PEDRA BELA A;COMERCIALIZADA;20/12/1998; 78 ;Sonho Meu;;Pedra Bela;CAMPINAS
PEDRA BELA A;COMERCIALIZADA;28/12/1999; 6 ;Sonho Meu;;Pedra Bela;CAMPINAS
PEDRANOPOLIS A;COMERCIALIZADA;01/10/1990; 32 ;SH2;;Pedranópolis;SÃO JOSÉ DO RIO PRETO
PEDRANOPOLIS A;COMERCIALIZADA;27/08/1992; 32 ;SH2;;Pedranópolis;SÃO JOSÉ DO RIO PRETO
PEDRANOPOLIS B;COMERCIALIZADA;16/06/1997; 21 ;SH4;;Pedranópolis;SÃO JOSÉ DO RIO PRETO
PEDRANOPOLIS C;COMERCIALIZADA;30/11/2002; 32 ;Sonho Meu;;Pedranópolis;SÃO JOSÉ DO RIO PRETO
PEDRANOPOLIS D;COMERCIALIZADA;21/10/2011; 42 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedranópolis;SÃO JOSÉ DO RIO PRETO
PEDREGULHO A;COMERCIALIZADA;20/12/1992; 300 ;SH3;;Pedregulho;FRANCA
PEDREGULHO B;COMERCIALIZADA;20/03/2001; 27 ;Sonho Meu;;Pedregulho;FRANCA
PEDREGULHO C;COMERCIALIZADA;04/07/2008; 41 ;Parceria com Municípios;;Pedregulho;FRANCA
PEDREGULHO III D;COMERCIALIZADA;05/07/2014; 93 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedregulho;FRANCA
PEDREGULHO III D;COMERCIALIZADA;22/12/2014; 168 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedregulho;FRANCA
PEDREIRA A;COMERCIALIZADA;14/09/1982; 115 ;PLANHAP;;Pedreira;CAMPINAS
PEDREIRA C1;COMERCIALIZADA;30/12/1993; 200 ;SH3;;Pedreira;CAMPINAS
PEDREIRA C2/E1/F1/G;COMERCIALIZADA;04/07/1997; 56 ;SH4;;Pedreira;CAMPINAS
PEDREIRA C2/E1/F1/G;COMERCIALIZADA;08/06/1998; 394 ;SH4;;Pedreira;CAMPINAS
PEDREIRA D;COMERCIALIZADA;30/09/1994; 180 ;SH3;;Pedreira;CAMPINAS
PEDREIRA D2;COMERCIALIZADA;02/05/2014; 112 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedreira;CAMPINAS
PEDREIRA G2;COMERCIALIZADA;05/04/2012; 6 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;Pedreira;CAMPINAS
PEDREIRA G2;COMERCIALIZADA;09/06/2017; 8 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;Pedreira;CAMPINAS
PEDREIRA H;COMERCIALIZADA;23/04/2010; 17 ;Parceria com Municípios;;Pedreira;CAMPINAS
PEDRINHAS PAULISTA A;COMERCIALIZADA;25/01/1997; 100 ;SH4;;Pedrinhas Paulista;MARÍLIA
PEDRINHAS PAULISTA A2;COMERCIALIZADA;28/06/2000; 18 ;Sonho Meu;;Pedrinhas Paulista;MARÍLIA
PEDRINHAS PAULISTA B;COMERCIALIZADA;12/12/2003; 67 ;Autoconstrução;;Pedrinhas Paulista;MARÍLIA
PEDRINHAS PAULISTA C;COMERCIALIZADA;19/12/2013; 53 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedrinhas Paulista;MARÍLIA
PEDRINHAS PAULISTA D;COMERCIALIZADA;05/08/2021; 53 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pedrinhas Paulista;MARÍLIA
PEDRO DE TOLEDO A;COMERCIALIZADA;25/02/2002; 54 ;Sonho Meu;;Pedro de Toledo;REGISTRO
PEDRO DE TOLEDO C (SITIO SILVINHO) - 2ª ETAPA SERRA DO MAR;COMERCIALIZADA;13/02/2017; 54 ;Requalificação Habitacional e Urbana;Habitação para Litoral Sustentável;Pedro de Toledo;REGISTRO
PEDRO DE TOLEDO C (SITIO SILVINHO) - 2ª ETAPA SERRA DO MAR;COMERCIALIZADA;16/05/2017; 7 ;Requalificação Habitacional e Urbana;Habitação para Litoral Sustentável;Pedro de Toledo;REGISTRO
PEDRO DE TOLEDO C (SITIO SILVINHO) - 2ª ETAPA SERRA DO MAR;COMERCIALIZADA;25/07/2017; 5 ;Requalificação Habitacional e Urbana;Habitação para Litoral Sustentável;Pedro de Toledo;REGISTRO
PEDRO DE TOLEDO C (SITIO SILVINHO) - 2ª ETAPA SERRA DO MAR;COMERCIALIZADA;18/09/2017; 19 ;Requalificação Habitacional e Urbana;Habitação para Litoral Sustentável;Pedro de Toledo;REGISTRO
PEDRO DE TOLEDO C (SITIO SILVINHO) - 2ª ETAPA SERRA DO MAR;COMERCIALIZADA;08/12/2017; 31 ;Requalificação Habitacional e Urbana;Habitação para Litoral Sustentável;Pedro de Toledo;REGISTRO
PENAPOLIS;COMERCIALIZADA;30/06/1994; 1 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS;COMERCIALIZADA;31/08/1994; 1 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS;COMERCIALIZADA;18/11/1994; 1 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS;COMERCIALIZADA;18/11/1994; 2 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS;COMERCIALIZADA;26/12/1994; 1 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS;COMERCIALIZADA;28/02/1995; 4 ;Lotes Próprios;;Penápolis;ARAÇATUBA
PENAPOLIS A;COMERCIALIZADA;01/01/1978; 64 ;CEESP;;Penápolis;ARAÇATUBA
PENAPOLIS C;COMERCIALIZADA;07/07/1990; 300 ;SH2;;Penápolis;ARAÇATUBA
PENAPOLIS C3;COMERCIALIZADA;23/05/1992; 73 ;SH3;;Penápolis;ARAÇATUBA
PENAPOLIS D1;COMERCIALIZADA;30/06/1989; 87 ;Prog Municipal Habitação;;Penápolis;ARAÇATUBA
PENAPOLIS D2;COMERCIALIZADA;23/05/1992; 102 ;SH3;;Penápolis;ARAÇATUBA
PENAPOLIS E;COMERCIALIZADA;23/05/1992; 162 ;SH3;;Penápolis;ARAÇATUBA
PENAPOLIS F;COMERCIALIZADA;31/05/1993; 20 ;SH3;;Penápolis;ARAÇATUBA
PENAPOLIS F;COMERCIALIZADA;27/07/1993; 220 ;SH3;;Penápolis;ARAÇATUBA
PENAPOLIS G;COMERCIALIZADA;25/07/1996; 100 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS G;COMERCIALIZADA;18/10/1996; 50 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS G;COMERCIALIZADA;30/12/1996; 350 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS G2;COMERCIALIZADA;05/04/2004; 15 ;Autoconstrução;;Penápolis;ARAÇATUBA
PENAPOLIS H;COMERCIALIZADA;17/08/2002; 273 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS H;COMERCIALIZADA;01/11/2002; 91 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS H2;COMERCIALIZADA;29/11/2002; 136 ;Sonho Meu;;Penápolis;ARAÇATUBA
PENAPOLIS I;COMERCIALIZADA;21/07/2006; 200 ;Autoconstrução;;Penápolis;ARAÇATUBA
PENAPOLIS J;COMERCIALIZADA;13/04/2014; 234 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Penápolis;ARAÇATUBA
PENAPOLIS K;COMERCIALIZADA;24/06/2020; 232 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Penápolis;ARAÇATUBA
PENAPOLIS L;COMERCIALIZADA;25/06/2020; 33 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Penápolis;ARAÇATUBA
PENAPOLIS L;COMERCIALIZADA;15/10/2020; 45 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Penápolis;ARAÇATUBA
PEREIRA BARRETO A1;COMERCIALIZADA;01/01/1977; 46 ;CEESP;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO A2;COMERCIALIZADA;15/03/1987; 28 ;Prog Municipal Habitação;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO A2;COMERCIALIZADA;30/03/1989; 14 ;Prog Municipal Habitação;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO C;COMERCIALIZADA;02/05/1992; 200 ;SH2;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO D;COMERCIALIZADA;12/08/1994; 178 ;SH3;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO E;COMERCIALIZADA;17/12/2002; 147 ;Sonho Meu;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO F;COMERCIALIZADA;08/09/2005; 150 ;Autoconstrução;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO F2;COMERCIALIZADA;03/04/2009; 278 ;Parceria com Municípios;;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO G1;COMERCIALIZADA;21/12/2018; 62 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO G1;COMERCIALIZADA;01/06/2019; 88 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pereira Barreto;ARAÇATUBA
PEREIRA BARRETO G2;COMERCIALIZADA;14/05/2018; 211 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pereira Barreto;ARAÇATUBA
PEREIRAS A;COMERCIALIZADA;22/12/1993; 90 ;SH3;;Pereiras;SOROCABA
PEREIRAS C;COMERCIALIZADA;26/02/2016; 70 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pereiras;SOROCABA
PERUIBE A1;COMERCIALIZADA;23/01/1992; 64 ;SH2;;Peruíbe;SANTOS
PERUIBE A2;COMERCIALIZADA;23/01/1992; 14 ;SH3;;Peruíbe;SANTOS
PERUIBE B;COMERCIALIZADA;16/05/1997; 109 ;SH3;;Peruíbe;SANTOS
PERUIBE C;COMERCIALIZADA;31/08/2006; 224 ;Núcleo Habitacional por Empreitada;;Peruíbe;SANTOS
PERUIBE G (ALDEIA BANANAL);COMERCIALIZADA;11/01/2012; 12 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Peruíbe;SANTOS
PERUIBE G (ALDEIA BANANAL);COMERCIALIZADA;20/09/2012; 3 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Peruíbe;SANTOS
PERUIBE H (SANTA ISABEL);COMERCIALIZADA;30/12/2009; 192 ;Produção Direta;;Peruíbe;SANTOS
PERUIBE I (RECANTO DOS PASSAROS);COMERCIALIZADA;30/12/2009; 195 ;Produção Direta;;Peruíbe;SANTOS
PERUIBE K (ESTANCIA DOS EUCALIPTOS);COMERCIALIZADA;27/12/2019; 82 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Peruíbe;SANTOS
PIACATU A1/A2;COMERCIALIZADA;03/08/2001; 68 ;Sonho Meu;;Piacatu;ARAÇATUBA
PIACATU B/C;COMERCIALIZADA;26/04/2003; 64 ;Autoconstrução;;Piacatu;ARAÇATUBA
PIACATU D;COMERCIALIZADA;01/12/2005; 64 ;Autoconstrução;;Piacatu;ARAÇATUBA
PIACATU E;COMERCIALIZADA;03/10/2008; 26 ;Parceria com Municípios;;Piacatu;ARAÇATUBA
PIACATU F;COMERCIALIZADA;29/08/2014; 40 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Piacatu;ARAÇATUBA
PIEDADE A1/A2;COMERCIALIZADA;01/01/1976; 36 ;CEESP;;Piedade;SOROCABA
PIEDADE A1/A2;COMERCIALIZADA;01/01/1977; 20 ;CEESP;;Piedade;SOROCABA
PIEDADE A3;COMERCIALIZADA;01/06/1982; 15 ;PLANHAP;;Piedade;SOROCABA
PIEDADE B1;COMERCIALIZADA;30/06/1988; 60 ;Prog Municipal Habitação;;Piedade;SOROCABA
PIEDADE B2;COMERCIALIZADA;30/10/1992; 120 ;SH2;;Piedade;SOROCABA
PIEDADE C1;COMERCIALIZADA;24/10/1997; 200 ;SH4;;Piedade;SOROCABA
PIEDADE C2;COMERCIALIZADA;24/08/2001; 64 ;Sonho Meu;;Piedade;SOROCABA
PIEDADE D;COMERCIALIZADA;27/09/2006; 115 ;Núcleo Habitacional por Empreitada;;Piedade;SOROCABA
PIEDADE E;COMERCIALIZADA;05/03/2022; 127 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Piedade;SOROCABA
PILAR DO SUL A;COMERCIALIZADA;14/01/1994; 164 ;SH3;;Pilar do Sul;SOROCABA
PILAR DO SUL B1;COMERCIALIZADA;09/05/2002; 115 ;Sonho Meu;;Pilar do Sul;SOROCABA
PILAR DO SUL B2;COMERCIALIZADA;24/08/2002; 50 ;Sonho Meu;;Pilar do Sul;SOROCABA
PILAR DO SUL C;COMERCIALIZADA;11/05/2013; 83 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pilar do Sul;SOROCABA
PILAR DO SUL C2;COMERCIALIZADA;11/05/2013; 8 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pilar do Sul;SOROCABA
PINDAMONHANGABA A;COMERCIALIZADA;30/01/1986; 22 ;Prog Municipal Habitação;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA B;COMERCIALIZADA;15/01/1987; 25 ;Prog Municipal Habitação;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA C;COMERCIALIZADA;09/05/1997; 183 ;SH4;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA C;COMERCIALIZADA;25/09/1997; 235 ;SH4;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;09/07/1998; 100 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;18/09/1998; 56 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;12/12/1998; 44 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;02/05/1999; 86 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;01/08/1999; 78 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;19/12/1999; 70 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;05/09/2000; 90 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;12/12/2000; 52 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;13/01/2001; 35 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;10/07/2001; 78 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA D/E;COMERCIALIZADA;11/05/2002; 69 ;Sonho Meu;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA F;COMERCIALIZADA;19/12/2008; 40 ;Parceria com Municípios;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA G;COMERCIALIZADA;19/12/2009; 112 ;Parceria com Municípios;;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA I;COMERCIALIZADA;13/08/2021; 40 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA J;COMERCIALIZADA;13/08/2021; 196 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDAMONHANGABA VIII H;COMERCIALIZADA;19/11/2015; 94 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pindamonhangaba;SAO JOSÉ DOS CAMPOS
PINDORAMA A1/A2;COMERCIALIZADA;16/12/1989; 80 ;SH2;;Pindorama;SÃO JOSÉ DO RIO PRETO
PINDORAMA B;COMERCIALIZADA;18/12/1997; 83 ;Sonho Meu;;Pindorama;SÃO JOSÉ DO RIO PRETO
PINDORAMA C;COMERCIALIZADA;31/03/1998; 221 ;SH4;;Pindorama;SÃO JOSÉ DO RIO PRETO
PINDORAMA D1;COMERCIALIZADA;31/08/2002; 151 ;Sonho Meu;;Pindorama;SÃO JOSÉ DO RIO PRETO
PINDORAMA D2;COMERCIALIZADA;21/06/2002; 144 ;Sonho Meu;;Pindorama;SÃO JOSÉ DO RIO PRETO
PINDORAMA E - SEDE;COMERCIALIZADA;19/12/2013; 72 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Pindorama;SÃO JOSÉ DO RIO PRETO
PINHALZINHO A;COMERCIALIZADA;05/11/1994; 88 ;SH3;;Pinhalzinho;CAMPINAS
PINHALZINHO B;COMERCIALIZADA;07/11/1997; 170 ;Chamamento Empresarial;;Pinhalzinho;CAMPINAS
PIQUEROBI (SANTA RITA);COMERCIALIZADA;24/03/2007; 1 ;Moradia Rural;;Piquerobi;PRESIDENTE PRUDENTE
